CrashFactId,DateTime,Address,Latitude,Longitude,Mode,VehicleDamage,Weather1,Weather2,Lighting1,Lighting2,RoadSurf1,RoadSurf2,RoadCond1,RoadCond2,Mov1,Mov2,CollType1,CollType2,ExtText
20191227004001,2019-12-27 16:56:00,"850 Stanyan St. , San Francisco, San Francisco, CA, 94117",37.7666837,-122.4528955,CONVENTIONAL,MINOR,CLEAR,CLEAR,DUSK - DAWN,DUSK - DAWN,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,UNKNOWN,UNKNOWN,SIDE SWIPE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southbound on Stanyan Street at the intersection with Beulah Street when a lane-encroaching municipal city bus in the right adjacent lane attempted to pass the Cruise AV. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the city bus made contact with the right side of the Cruise AV, damaging the Cruise AV’s right articulating radar casing. There were no injuries. Police were called but not dispatched to the scene."
20191220011001,2019-12-20 09:00:00,"Kearny Street and Jackson Street, San Francisco, San Francisco, CA, 94108",37.7962214,-122.4051693,CONVENTIONAL,MODERATE,CLOUDY,CLOUDY,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,MAKING RIGHT TURN,PROCEEDING STRAIGHT,REAR END,SIDE SWIPE,"On December 20, 2019 at approximately 9:00AM, a stationary Zoox vehicle operating in manual mode was struck on its rear drivers' side by another vehicle traveling <10mph. The Zoox vehicle was traveling north on Kearny making a right onto Jackson. The Zoox vehicle was stopped while yielding to a pedestrian crossing Jackson. The vehicle directly behind the Zoox vehicle drove around the left side of the Zoox vehicle in an attempt to pass, clipping the left rear sensors with it's passenger side side-view mirror. There were no injuries."
20191220009001,2019-12-20 09:13:00,"Whisman Station Drive and Central Expressway, Mountain View, Santa Clara, CA, 94043",37.3898192,-122.0633158,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV test driver was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene."
20191219011001,2019-12-19 09:45:00,"NB Kearny Street before Post Street, San Francisco, San Francisco, CA, 94108",37.7926612,-122.4044384,CONVENTIONAL,MODERATE,CLOUDY,CLOUDY,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,UNKNOWN,SIDE SWIPE,SIDE SWIPE,"On December 19, 2019 at approximately 9:44AM, a Zoox vehicle operating in manual mode was struck on the passenger side fender by a bus. The Zoox vehicle was traveling north on Kearny in the right most lane when the bus attempted to lane change in front of the Zoox vehicle, impacting its front passenger side sensors and fender. The bus was traveling less than 2mph when it hit the Zoox vehicle, which was stopped. There were no injuries.

"
20191219004001,2019-12-19 10:27:00,"Post St. and Leavenworth St. , San Francisco, San Francisco, CA, 94109",37.7874642,-122.4150247,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,UNKNOWN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”) operating in autonomous mode, was traveling northbound on Leavenworth Street at the intersection with Post Street when the Cruise AV yielded to a public transit bus changing into the Cruise AV’s lane from the right adjacent lane. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle made contact with the left rear corner of the Cruise AV, damaging the Cruise AV’s left rear fascia and the other vehicle’s right front fascia. There were no injuries and police were not called."
20191213004001,2019-12-13 07:55:00,"Bryant St. and Delancey St. , San Francisco, San Francisco, CA, 94107",37.784139,-122.3905012,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision on Delancey Street south of the intersection with Brannan Street. While the driver of the Cruise AV was reversing out of its perpendicular parking spot on Delancey, another vehicle simultaneously reversing out of its perpendicular parking spot on the opposite side of the street made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s left tail lamp assembly and rear fascia. There were no injuries reported at the scene by either party and police were not called. Days after the collision, both of the Cruise AV test operators reported injuries."
20191208004001,2019-12-08 09:14:00,"30th Avenue and California Street, San Francisco, San Francisco, CA, 94121",37.7836454,-122.4903754,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,SLOWING/STOPPING,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was stopped at a 4-way stop on southbound 30th Avenue at the intersection with California Street when another vehicle made contact with the Cruise AV’s rear bumper, damaging the rear fascia and rear center radar assembly of the Cruise AV. There were no injuries and police were not called."
20191129004001,2019-11-29 10:41:00,"Embarcadero St. and Washington St. , San Francisco, San Francisco, CA, 94105",37.7967325,-122.3952617,CONVENTIONAL,MODERATE,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on The Embarcadero at the intersection with Washington Street when the Cruise AV slowed down. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s rear fascia assembly and radars. There were no injuries reported at the scene by either party and police were not called. Both of the Cruise AV test operators later mentioned neck and back pain."
20191125004001,2019-11-25 19:00:00,"California St. and Hyde St. , San Francisco, San Francisco, CA, 94109",37.7910104,-122.4174215,AUTONOMOUS,MINOR,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,MAKING RIGHT TURN,MAKING RIGHT TURN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was making a right turn from eastbound California Street onto southbound Hyde Street when another vehicle made contact with the Cruise AV’s rear bumper, damaging the rear fascia and the rear center radars. There were no injuries reported at the scene by either party and police were not called. Days after the collision, the Cruise AV test operator sitting in the driver's seat reported injuries. [originally filed 12/4/2019, amended 12/16/2019]"
20191122011001,2019-11-22 23:11:00,"5th St. and Folsom St., San Francisco, San Francisco, CA, 94017",37.7804066,-122.403736,CONVENTIONAL,MODERATE,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,MAKING LEFT TURN,PROCEEDING STRAIGHT,HEAD-ON,HEAD-ON,"The Zoox vehicle(1) was in conventional mode traveling southbound on 5th Street and making a protected left turn with green arrow onto
Folsom Street. The other party's vehicle(2), while being pursued by members of the San Francisco Police Department, illegally entered the
intersection from the opposite direction of travel on 5th Street at a high rate of speed and collided with the front/driver's side corner of the
Zoox vehicle(1). The force of the impact deployed all front airbags of the Zoox vehicle(1). Both occupants of the Zoox vehicle(1)
complained of minor injuries, but declined ambulance transportation."
20191119015001,2019-11-19 14:04:00,"Medical Foundation Dr and El Camino Blvd., Palo Alto, Santa Clara, CA, 94301",37.4396636,-122.1626496,CONVENTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"On November 19, 2019 at approximately 2:04pm in clear weather, a Lyft Autonomous Vehicle (“Lyft AV”) was travelling at 29.6mph in autonomous mode northbound in the right lane on El Camino Real Blvd in Palo Alto, CA when the Safety Driver commanded manual mode with steering and brake inputs in immediate reaction to the third party vehicle in the adjacent center lane abruptly cutting in to the AV's lane, apparently attempting to make a last-second right turn onto Medical Foundation Drive.  Approximately 1.5 seconds later, the third party vehicle collided with AV which was then travelling at 14mph. The third party passenger vehicle made contact with the Lyft AV’s front left lidar sensor and the driver side fender.  Damage was limited to the third party’s passenger side door and passenger side fender, and the Lyft AV’s front bumper, left bumper lidar sensor and driver side fender. No injuries were reported and law enforcement was not called."
20191118004001,2019-11-18 09:45:00,"13th St. and Bryant St., San Francisco, San Francisco, CA, 94103",37.7730208,-122.4063611,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,SLOWING/STOPPING,SLOWING/STOPPING,REAR END,UNKNOWN,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision while traveling eastbound on 13th Street near the intersection with Bryant Street. While pulling up behind another vehicle in the left turn lane, the driver of the Cruise AV accelerated and made contact with the other vehicle’s right rear bumper, damaging the Cruise AV’s front right headlight, front center radar, and radar assembly. There were no injuries and police were not called."
20191110004001,2019-11-10 00:55:00,"1499 Vallejo St. , San Francisco, San Francisco, CA, 94109",37.7969035,-122.4219618,CONVENTIONAL,MODERATE,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,UNKNOWN,PROCEEDING STRAIGHT,UNKNOWN,SIDE SWIPE,"A Cruise autonomous vehicle (“Cruise AV”) was involved in a collision while parked in conventional mode on the westbound side of Vallejo Street near the intersection with Polk Street. While the Cruise AV was parked parallel to the curb on the street, another vehicle traveling westbound on Vallejo in the left adjacent traffic lane sideswiped and made contact with the left side of the Cruise AV and the parked vehicle in front of the Cruise AV, damaging the Cruise AV’s driver’s side mirror, camera, articulating radar assembly, and doors. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called. 
"
20191109004001,2019-11-09 09:59:00,"Howard St. and 11th St. , San Francisco, San Francisco, CA, 94103",37.7731024,-122.4155943,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,SLOWING/STOPPING,UNKNOWN,UNKNOWN,SIDE SWIPE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on 11th Street between Howard and Folsom Streets when the Cruise AV slowed down for a passing motorcyclist behind it. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the motorcyclist made contact with the left rear corner of the Cruise AV. The collision resulted in damage to both the Cruise AV and the motorcycle. There were no injuries and police were not called."
20191107004001,2019-11-07 20:35:00,"King St. between 2nd St. and 3rd St. , San Francisco, San Francisco, CA",37.7528313,-122.3878904,AUTONOMOUS,MINOR,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,UNKNOWN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southwest bound on King Street between 2nd and 3rd Streets when the Cruise AV slowed down. Shortly thereafter, another vehicle, changing into the Cruise AV’s lane from the right adjacent lane, made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s right rear fascia and a radar mounting bracket. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called."
20191107004002,2019-11-07 21:10:00,"24th St. and Mission St. , San Francisco, San Francisco, CA, 94110",37.7522458,-122.4184622,CONVENTIONAL,MINOR,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,SLOWING/STOPPING,PROCEEDING STRAIGHT,UNKNOWN,BROADSIDE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling eastbound on 24th Street at the intersection with Mission Street when the Cruise AV yielded to an electric scooterist traveling northbound on Mission Street and violating a red light. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the electric scooterist made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s right rear fascia and brake light. The electric scooterist left the scene without exchanging information. There were no injuries and police were not called."
20191104009001,2019-11-04 18:22:00,"Alma Street at Oregon Expressway,  Palo Alto, Santa Clara, CA, 94301",37.4289813,-122.1408973,CONVENTIONAL,MINOR,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode on the interchange from eastbound Alma Street about to merge onto southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained no damage. There were no injuries reported at the scene. "
20191029004001,2019-10-29 19:52:00,"Beach St. and The Embarcadero, San Francisco, San Francisco, CA",37.8081472,-122.4092926,AUTONOMOUS,NONE,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling eastbound in a channelized lane on Beach Street near the intersection with The Embarcadero when it stopped at the traffic light and another vehicle behind the Cruise AV made contact with its rear bumper. There were no injuries reported at the scene by either party and police were not called. The Cruise AV test operators sitting in the driver’s seat and in the backseat later mentioned back pain."
20191028004001,2019-10-28 14:42:00,"Howard St. and 9th St. , San Francisco, San Francisco, CA, 94103",37.7750068,-122.4131808,CONVENTIONAL,NONE,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,UNKNOWN,UNKNOWN,SIDE SWIPE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on Howard Street near the intersection with 9th Street when a bicyclist in the right adjacent dedicated bike lane veered away from a wayward pedestrian throwing an unknown object in the bicyclist's direction in the crosswalk. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the bicyclist veered into the Cruise AV's lane and made contact with the right front passenger door of the Cruise AV. No injuries were reported at the scene by either party. Police were called but not dispatched to the scene. The bicyclist later reported injuries."
20191028009001,2019-10-28 07:43:00,"Whisman Station Drive and Central Expressway, Mountain View, Santa Clara, CA, 94043",37.3898192,-122.0633158,AUTONOMOUS,MINOR,CLEAR,CLEAR,DUSK - DAWN,DUSK - DAWN,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 11 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and Waymo passenger in the vehicle both reported neck pain, but declined medical treatment at the scene. No other injuries were reported."
20191028009002,2019-10-28 10:47:00,"Castro Street at Central Expressway, Mountain View, Santa Clara, CA, 94041",37.3956394,-122.0776777,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was in autonomous mode and beginning to proceed at a green traffic light to turn left from northbound Castro Street to northbound Central Expressway in Mountain View when it was rear-ended at approximately 6 MPH by a passenger vehicle. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without exchanging information. There were no injuries reported at the scene."
20191027004001,2019-10-27 13:50:00,"15 Marina Blvd, San Francisco, San Francisco, CA, 94123",37.8043948,-122.4328779,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision while traveling in a private parking lot on the block located between Marina Boulevard and North Point Street on the north and south boundaries and Buchanan and Laguna Streets on the west and east boundaries, respectively. While the driver of the Cruise AV reversed out of its diagonal parking spot, another vehicle simultaneously reversing out of its diagonal parking spot on the other side made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s right rear tail lamp assembly. There were no injuries and police were not called."
20191026004001,2019-10-26 11:05:00,"The Embarcadero and Battery St. , San Francisco, San Francisco, CA, 94111",37.8040794,-122.4018292,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on The Embarcadero near the intersection with Battery Street when the Cruise AV yielded to another vehicle in the left adjacent lane that encroached into the Cruise AV’s lane. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, a second vehicle behind the Cruise AV made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s right rear bumper, fascia, signal lamp, and radar assembly. There were no injuries reported at the scene by either party and police were not called. Both of the Cruise AV test operators later mentioned neck and back injuries."
20191019009001,2019-10-19 09:40:00,"3191 Middlefield Rd., Palo Alto, Santa Clara, CA, 94306",37.4295822,-122.1226594,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,UNKNOWN,BACKING,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was parked in manual mode in a coffee shop parking lot in Palo Alto when a passenger vehicle reversed into it. The Waymo AV was unattended when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle left the scene without exchanging information."
20191018009001,2019-10-18 10:30:00,"Alma Street at Oregon Expressway,  Palo Alto, Santa Clara, CA, 94301",37.4289813,-122.1408973,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on the interchange from eastbound Alma Street merging onto southbound Oregon Expressway in Palo Alto when it was rear-ended. The Waymo AV was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 8 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle sustained minor damage to its front bumper. There were no injuries reported at the scene; the Waymo test driver later reported dizziness but declined medical attention. "
20191017004001,2019-10-17 01:05:00,"Hyde St. and Sutter St. , San Francisco, San Francisco, CA, 94109",37.7881866,-122.4168552,AUTONOMOUS,MINOR,FOG/VISIBILITY,FOG/VISIBILITY,DARK - STREET LIGHTS,DARK - STREET LIGHTS,WET,WET,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,UNKNOWN,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was stopped at a red light on southbound Hyde Street at the intersection with Sutter Street when another vehicle behind the Cruise AV attempted to change into the right adjacent lane and made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s right rear radar and assembly. There were no injuries and police were not called."
20191016009001,2019-10-16 07:45:00,"Distel Drive at El Camino Real, Mountain View, Santa Clara, CA, 94022",37.3964128,-122.1031871,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,MAKING RIGHT TURN,MAKING RIGHT TURN,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on northbound Distel Drive at El Camino Real in Los Altos when it was rear-ended. The Waymo AV was preparing to make a right-on-red from Distel Drive onto eastbound El Camino Real and was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported. "
20191014009001,2019-10-14 21:03:00,"Cuesta Drive at S. San Antonio Road, Los Altos, Santa Clara, CA, 94022",37.3739788,-122.1141806,AUTONOMOUS,MINOR,CLEAR,CLEAR,DARK - STREET LIGHTS,DARK - STREET LIGHTS,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,MAKING RIGHT TURN,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on westbound Cuesta Drive at S. San Antonio Road in Los Altos when it was rear-ended.  The Waymo AV was preparing to make a right-on-red from Cuesta Drive onto northbound S. San Antonio Road and was yielding to cross-traffic when a passenger vehicle made contact with the Waymo AV's rear bumper at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained no damage to its front bumper. No injuries were reported. "
20191012011001,2019-10-12 14:00:00,"Polk St. and Green St. , San Francisco, San Francisco, CA, 94109",37.7978237,-122.4221554,AUTONOMOUS,NONE,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"The stationary Zoox vehicle was in autonomous mode at the stop sign on Polk St. heading northbound towards Green St. The Zoox vehicle moved forward slightly, then slowed down in caution to a pedestrian on its left and potential oncoming vehicles when the driver of the vehicle behind the Zoox vehicle made contact with the rear bumper of the Zoox vehicle.  There were no injuries."
20191012004001,2019-10-12 13:23:00,"Spear St. between Howard St. and Folsom St. , San Francisco, San Francisco, CA, 94105",37.7865042,-122.3955485,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,CONSTRUCTION - REPAIR ZONE,CONSTRUCTION - REPAIR ZONE,UNKNOWN,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on Spear Street between Howard and Folsom Streets when the Cruise AV slowed down to change into the right adjacent lane due to traffic cones ahead. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, a lane-splitting car made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s right lower tail lamp. The driver of the other vehicle drove away without exchanging information. There were no injuries reported. Police were called but were not dispatched to the scene."
20191011011001,2019-10-11 12:10:00,"Union St. and Grant St., San Francisco, San Francisco, CA, 94133",37.8006491,-122.407606,AUTONOMOUS,NONE,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,PROCEEDING STRAIGHT,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"The stationary Zoox vehicle was in autonomous mode heading northbound on Union St. Contact occurred when the Zoox vehicle was stopped at a stop sign at the intersection of Union St. and Grant St., when it was rear-ended by an electric scooter. The scooter was following closely behind the Zoox vehicle and the scooter driver was not focused on the Zoox vehicle in front of it, when the scooter's front tire made contact with the rear bumper of the Zoox vehicle.  There were no injuries. "
20191010009001,2019-10-10 12:58:00,"Rengstorff Avenue at Central Expressway, Mountain View, Santa Clara, CA, 94043",37.4031995,-122.0974733,AUTONOMOUS,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,PROCEEDING STRAIGHT,UNKNOWN,REAR END,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in traffic at a red light on southbound Rengstorff Avenue at Central Expressway in Mountain View when it was rear-ended by a passenger vehicle. The passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported. "
20191003000001,2019-10-03 16:40:00,"10th St. and Bryant St., San Francisco, San Francisco, CA, 94103",37.769979,-122.409406,AUTONOMOUS,NONE,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,SLOWING/STOPPING,UNKNOWN,UNKNOWN,SIDE SWIPE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling northeast bound on Bryant Street between 11th and 10th Streets when the Cruise AV yielded to a parallel parking vehicle ahead on the right. Shortly thereafter, a lane-splitting electric scooterist attempting to change lanes made contact with the left rear corner of the Cruise AV. There were no injuries reported at the scene by either party and police were not called. The electric scooterist later reported injuries."
20190927000001,2019-09-27 11:49:00,"Clay St. and Kearny St. , San Francisco, San Francisco, CA, 94108",37.7944625,-122.4048118,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,SLOWING/STOPPING,PROCEEDING STRAIGHT,UNKNOWN,BROADSIDE,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling eastbound on Clay Street at the intersection with Kearny Street when the Cruise AV slowed down. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, a bicyclist proceeding straight on northbound Kearny Street made contact with the right rear fender of the Cruise AV, damaging its fender. The bicyclist left the scene without exchanging information. There were no injuries and police were not called."
20190919002001,2019-09-19 07:58:00,"Sunnyvale Community Center Park Entrance, Sunnyvale, Santa Clara, CA, 94087",37.359355,-122.0258522,CONVENTIONAL,MINOR,CLEAR,CLEAR,DAYLIGHT,DAYLIGHT,DRY,DRY,NO UNUSUAL CONDITIONS,NO UNUSUAL CONDITIONS,STOPPED,MAKING RIGHT TURN,UNKNOWN,HEAD-ON,"On September 19th, 2019 at 7:58am an Apple test vehicle, which was conducting a manually driven test mission, was struck while stopped in the left turn lane preparing to exit the Sunnyvale Community Center Park onto Manet Drive. The Apple test vehicle was stopped when the Toyota Corolla, traveling at approximately 6 mph, swung wide outside of its lane while making a right turn into the Sunnyvale Community Center Park entrance from Manet Drive and struck the Apple test vehicle. Both vehicles sustained minor damage to the driver's side front bumpers. The drivers exchanged information. No injuries were reported. The police were not called. "
